id,class,image_path,image_url,name,category,gender,retailer,deeplink,classification_source
LCW-4261962,outerwear,public/products/lcwaikiki/lcw-4261962/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4261962/front.jpg,Siyah Rahat Kalıp Kapüşonlu Erkek Orta Kalın Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/rahat-kalip-kapusonlu-erkek-orta-kalin-mont-siyah-o-4261962,keyword
LCW-4261963,outerwear,public/products/lcwaikiki/lcw-4261963/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4261963/front.jpg,Mavi Rahat Kalıp Kapüşonlu Erkek Orta Kalın Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/rahat-kalip-kapusonlu-erkek-orta-kalin-mont-mavi-o-4261963,keyword
LCW-4261964,outerwear,public/products/lcwaikiki/lcw-4261964/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4261964/front.jpg,Haki Rahat Kalıp Kapüşonlu Erkek Orta Kalın Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/rahat-kalip-kapusonlu-erkek-orta-kalin-mont-haki-o-4261964,keyword
LCW-4263240,outerwear,public/products/lcwaikiki/lcw-4263240/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4263240/front.jpg,Sarı Standart Kalıp Dik Yaka Erkek Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-dik-yaka-erkek-mont-sari-o-4263240,keyword
LCW-4263241,outerwear,public/products/lcwaikiki/lcw-4263241/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4263241/front.jpg,Bej Standart Kalıp Dik Yaka Erkek Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-dik-yaka-erkek-mont-bej-o-4263241,keyword
LCW-4263242,outerwear,public/products/lcwaikiki/lcw-4263242/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4263242/front.jpg,Turkuaz Standart Kalıp Dik Yaka Erkek Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-dik-yaka-erkek-mont-turkuaz-o-4263242,keyword
LCW-4264370,outerwear,public/products/lcwaikiki/lcw-4264370/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4264370/front.jpg,Lacivert Standart Kalıp Dik Yaka Erkek Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-dik-yaka-erkek-mont-lacivert-o-4264370,keyword
LCW-4268772,shoe,public/products/lcwaikiki/lcw-4268772/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4268772/front.jpg,Siyah Sivri Burun Rugan Kadın Topuklu Ayakkabı,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/sivri-burun-rugan-kadin-topuklu-ayakkabi-siyah-o-4268772,type_default
LCW-4270363,shoe,public/products/lcwaikiki/lcw-4270363/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4270363/front.jpg,Gri Bağcıklı Erkek Spor Ayakkabı,ayakkabi,erkek,lcwaikiki,https://www.lcw.com/bagcikli-erkek-spor-ayakkabi-gri-o-4270363,type_default
LCW-4270364,shoe,public/products/lcwaikiki/lcw-4270364/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4270364/front.jpg,Siyah Bağcıklı Erkek Spor Ayakkabı,ayakkabi,erkek,lcwaikiki,https://www.lcw.com/bagcikli-erkek-spor-ayakkabi-siyah-o-4270364,type_default
LCW-4271364,shirt_top,public/products/lcwaikiki/lcw-4271364/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4271364/front.jpg,Lacivert Polo Yaka Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-erkek-tisort-lacivert-o-4271364,type_default
LCW-4273218,shoe,public/products/lcwaikiki/lcw-4273218/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4273218/front.jpg,Kahverengi Küt Burunlu Bantlı Kadın Topuklu Ayakkabı,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/kut-burunlu-bantli-kadin-topuklu-ayakkabi-kahverengi-o-4273218,type_default
LCW-4275281,shirt_top,public/products/lcwaikiki/lcw-4275281/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4275281/front.jpg,Bisiklet Yaka Kadın Sweatshirt Kombini | LCW,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kadin-sweatshirt-antrasit-o-4275281-mix-match,type_default
LCW-4275810,shirt_top,public/products/lcwaikiki/lcw-4275810/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4275810/front.jpg,Mavi Polo Yaka Çizgili Erkek Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-cizgili-erkek-sweatshirt-mavi-o-4275810,type_default
LCW-4275811,shirt_top,public/products/lcwaikiki/lcw-4275811/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4275811/front.jpg,Lacivert Polo Yaka Erkek Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-erkek-sweatshirt-lacivert-o-4275811,type_default
LCW-4276589,shirt_top,public/products/lcwaikiki/lcw-4276589/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4276589/front.jpg,Mavi Polo Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/polo-yaka-kadin-tisort-mavi-o-4276589,type_default
LCW-4276590,shirt_top,public/products/lcwaikiki/lcw-4276590/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4276590/front.jpg,Beyaz Polo Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/polo-yaka-kadin-tisort-beyaz-o-4276590,type_default
LCW-4276738,skirt,public/products/lcwaikiki/lcw-4276738/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4276738/front.jpg,Siyah Beli Lastikli Dantelli Etek,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-lastikli-dantelli-etek-siyah-o-4276738,keyword
LCW-4277034,pants,public/products/lcwaikiki/lcw-4277034/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4277034/front.jpg,Kahverengi Belİ Lastikli Geniş Paça Kadın Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-lastikli-genis-paca-kadin-pantolon-kahverengi-o-4277034,type_default
LCW-4277059,shirt_top,public/products/lcwaikiki/lcw-4277059/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4277059/front.jpg,Beyaz Bisiklet Yaka Taşlı Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-tasli-kadin-tisort-beyaz-o-4277059,type_default
LCW-4278155,shirt_top,public/products/lcwaikiki/lcw-4278155/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4278155/front.jpg,Bej Bisiklet Yaka Taşlı Kadın Sweatshirt Tunik,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-tasli-kadin-sweatshirt-tunik-bej-o-4278155,type_default
LCW-4278955,shoe,public/products/lcwaikiki/lcw-4278955/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4278955/front.jpg,Siyah Süet Kadın Topuklu Ayakkabı,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/suet-kadin-topuklu-ayakkabi-siyah-o-4278955,type_default
LCW-4279879,dress_jumpsuit,public/products/lcwaikiki/lcw-4279879/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4279879/front.jpg,Siyah U Yaka Askılı Peplum Elbise,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/u-yaka-askili-peplum-elbise-siyah-o-4279879,keyword
LCW-4279880,dress_jumpsuit,public/products/lcwaikiki/lcw-4279880/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4279880/front.jpg,Kahverengi U Yaka Askılı Peplum Elbise,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/u-yaka-askili-peplum-elbise-kahverengi-o-4279880,keyword
LCW-4279881,shirt_top,public/products/lcwaikiki/lcw-4279881/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4279881/front.jpg,Kahverengi Parlak Dokulu Leopar Desenli Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/parlak-dokulu-leopar-desenli-kadin-tisort-kahverengi-o-4279881,type_default
LCW-4280668,pants,public/products/lcwaikiki/lcw-4280668/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4280668/front.jpg,Siyah Beli Kemerli Geniş Paça Kadın Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-kemerli-genis-paca-kadin-pantolon-siyah-o-4280668,type_default
LCW-4280669,pants,public/products/lcwaikiki/lcw-4280669/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4280669/front.jpg,Kahverengi Beli Kemerli Geniş Paça Kadın Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-kemerli-genis-paca-kadin-pantolon-kahverengi-o-4280669,type_default
LCW-4281221,pants,public/products/lcwaikiki/lcw-4281221/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4281221/front.jpg,Kahverengi 779 Regular Fit Erkek Jean Pantolon,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/779-regular-fit-erkek-jean-pantolon-kahverengi-o-4281221,type_default
LCW-4292185,outerwear,public/products/lcwaikiki/lcw-4292185/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4292185/front.jpg,Siyah Kapüşonlu Kadın Şişme Yelek,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/kapusonlu-kadin-sisme-yelek-siyah-o-4292185,keyword
LCW-4292186,outerwear,public/products/lcwaikiki/lcw-4292186/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4292186/front.jpg,Bej Kapüşonlu Kadın Şişme Yelek,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/kapusonlu-kadin-sisme-yelek-bej-o-4292186,keyword
LCW-4314470,shirt_top,public/products/lcwaikiki/lcw-4314470/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4314470/front.jpg,Siyah Bisiklet Yaka Kısa Kollu Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kisa-kollu-erkek-tisort-siyah-o-4314470,type_default
LCW-4314471,shirt_top,public/products/lcwaikiki/lcw-4314471/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4314471/front.jpg,Ekru Bisiklet Yaka Kısa Kollu Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kisa-kollu-erkek-tisort-ekru-o-4314471,type_default
LCW-4339866,shoe,public/products/lcwaikiki/lcw-4339866/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4339866/front.jpg,GIMA Kadın Sneaker Ayakkabı Gri,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/gima-kadin-sneaker-ayakkabi-gri-gri-o-4339866,type_default
LCW-4349134,pants,public/products/lcwaikiki/lcw-4349134/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4349134/front.jpg,Siyah Beli Lastikli Dokulu Kadın Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-lastikli-dokulu-kadin-pantolon-siyah-o-4349134,type_default
LCW-4349135,pants,public/products/lcwaikiki/lcw-4349135/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4349135/front.jpg,Lacivert Beli Lastikli Dokulu Kadın Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-lastikli-dokulu-kadin-pantolon-lacivert-o-4349135,type_default
LCW-4355105,shoe,public/products/lcwaikiki/lcw-4355105/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4355105/front.jpg,ZIPPER I Kadın Siyah / Siyah Günlük Spor Ayakkabısı,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/zipper-i-kadin-siyah-siyah-gunluk-spor-ayakkabisi-siyah-o-4355105,type_default
LCW-4379126,pants,public/products/lcwaikiki/lcw-4379126/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4379126/front.jpg,Karışık Beli Lastikli Desenli Kadın Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-lastikli-desenli-kadin-pantolon-karisik-o-4379126,type_default
LCW-4380274,shoe,public/products/lcwaikiki/lcw-4380274/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4380274/front.jpg,GIMA Kadın Sneaker Ayakkabı Siyah / Siyah,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/gima-kadin-sneaker-ayakkabi-siyah-siyah-siyah-o-4380274,type_default
LCW-4382468,outerwear,public/products/lcwaikiki/lcw-4382468/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4382468/front.jpg,Rahat Kalıp Erkek Jean Ceket Kombini | LCW,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/rahat-kalip-erkek-jean-ceket-siyah-o-4382468-mix-match,keyword
LCW-4382472,outerwear,public/products/lcwaikiki/lcw-4382472/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4382472/front.jpg,İndigo Standart Kalıp Erkek Jean Ceket,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-erkek-jean-ceket-indigo-o-4382472,keyword
LCW-4385005,outerwear,public/products/lcwaikiki/lcw-4385005/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4385005/front.jpg,İndigo Oversize Kadın Jean Gömlek Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/oversize-kadin-jean-gomlek-ceket-indigo-o-4385005,keyword
LCW-4385237,shirt_top,public/products/lcwaikiki/lcw-4385237/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4385237/front.jpg,Kırmızı Polo Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/polo-yaka-kadin-tisort-kirmizi-o-4385237,type_default
LCW-4385239,shirt_top,public/products/lcwaikiki/lcw-4385239/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4385239/front.jpg,Mavi Polo Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/polo-yaka-kadin-tisort-mavi-o-4385239,type_default
LCW-4385240,shirt_top,public/products/lcwaikiki/lcw-4385240/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4385240/front.jpg,Siyah Polo Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/polo-yaka-kadin-tisort-siyah-o-4385240,type_default
LCW-4392493,shirt_top,public/products/lcwaikiki/lcw-4392493/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4392493/front.jpg,Yeşil Bisiklet Yaka Kısa Kollu Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kisa-kollu-erkek-tisort-yesil-o-4392493,type_default
LCW-4392494,shirt_top,public/products/lcwaikiki/lcw-4392494/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4392494/front.jpg,Lacivert Bisiklet Yaka Kısa Kollu Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kisa-kollu-erkek-tisort-lacivert-o-4392494,type_default
LCW-4399842,shorts,public/products/lcwaikiki/lcw-4399842/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4399842/front.jpg,Antrasit Standart Kalıp Erkek Bermuda Şort,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-erkek-bermuda-sort-antrasit-o-4399842,keyword
LCW-4415469,outerwear,public/products/lcwaikiki/lcw-4415469/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4415469/front.jpg,İndigo Gömlek Yaka Oversize Kadın Jean Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-oversize-kadin-jean-ceket-indigo-o-4415469,keyword
LCW-4459352,shorts,public/products/lcwaikiki/lcw-4459352/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4459352/front.jpg,Yeşil Standart Kalıp Çizgili Erkek Şort,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-cizgili-erkek-sort-yesil-o-4459352,keyword
LCW-4459353,shorts,public/products/lcwaikiki/lcw-4459353/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4459353/front.jpg,Gri Standart Kalıp Çizgili Erkek Şort,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-cizgili-erkek-sort-gri-o-4459353,keyword
LCW-4459354,shorts,public/products/lcwaikiki/lcw-4459354/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4459354/front.jpg,İndigo Standart Kalıp Çizgili Erkek Şort,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-cizgili-erkek-sort-indigo-o-4459354,keyword
LCW-4461388,shirt_top,public/products/lcwaikiki/lcw-4461388/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4461388/front.jpg,Siyah Regular Fit Kısa Kollu Desenli Viskon Erkek Gömlek,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/regular-fit-kisa-kollu-desenli-viskon-erkek-gomlek-siyah-o-4461388,type_default
LCW-4461507,pants,public/products/lcwaikiki/lcw-4461507/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4461507/front.jpg,İndigo 710 Loose Fit Erkek Jean Pantolon,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/710-loose-fit-erkek-jean-pantolon-indigo-o-4461507,type_default
LCW-4467817,outerwear,public/products/lcwaikiki/lcw-4467817/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4467817/front.jpg,Siyah Kapüşonlu Uzun Kollu Erkek Fermuarlı Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/kapusonlu-uzun-kollu-erkek-fermuarli-sweatshirt-siyah-o-4467817,keyword
LCW-4467818,outerwear,public/products/lcwaikiki/lcw-4467818/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4467818/front.jpg,Gri Kapüşonlu Uzun Kollu Erkek Fermuarlı Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/kapusonlu-uzun-kollu-erkek-fermuarli-sweatshirt-gri-o-4467818,keyword
LCW-4467819,outerwear,public/products/lcwaikiki/lcw-4467819/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-4467819/front.jpg,Lacivert Kapüşonlu Uzun Kollu Erkek Fermuarlı Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/kapusonlu-uzun-kollu-erkek-fermuarli-sweatshirt-lacivert-o-4467819,keyword
